id;question;correct;distractor1;distractor2;distractor3;grade;visible
4929;[["text","△_◁"]];[["text","k"]];[["text","K"]];;;0;1
4930;[["text","◯▽▽◯▷▽_▷"]];[["text","D"]];[["text","d"]];;;0;1
4931;[["text","▷◯_◯▽▽▷"]];[["text","V"]];[["text","v"]];;;0;1
4932;[["text","▽◯◯_▽▷▷◁"]];[["text","P"]];[["text","p"]];;;0;1
4933;[["text","▷◁_△"]];[["text","v"]];[["text","V"]];;;0;1
4934;[["text","▷_△"]];[["text","s"]];[["text","S"]];;;0;1
4935;[["text","◁△▷▽_▷△△"]];[["text","z"]];[["text","Z"]];;;0;1
4936;[["text","▷_▽"]];[["text","v"]];[["text","V"]];;;0;1
4937;[["text","◯_△"]];[["text","s"]];[["text","S"]];;;0;1
4938;[["text","◁△_◁◁◁◁◁"]];[["text","h"]];[["text","H"]];;;0;1
4939;[["text","▷_△"]];[["text","H"]];[["text","h"]];;;0;1
4940;[["text","▽▷_◁◯"]];[["text","ž"]];[["text","Ž"]];;;0;1
4941;[["text","◯_▷"]];[["text","z"]];[["text","Z"]];;;0;1
4942;[["text","◯◁▷_▽"]];[["text","s"]];[["text","S"]];;;0;1
4943;[["text","▷△_▷▽▷▽◁"]];[["text","K"]];[["text","k"]];;;0;1
4944;[["text","◁◁◁△△▽_▽"]];[["text","h"]];[["text","H"]];;;0;1
4945;[["text","◁◁◁_◯"]];[["text","J"]];[["text","j"]];;;0;1
4946;[["text","▷_▷"]];[["text","s"]];[["text","S"]];;;0;1
4947;[["text","△▷_▷▷◯◯▽"]];[["text","P"]];[["text","p"]];;;0;0
4948;[["text","▷▷_△▽▷◁"]];[["text","L"]];[["text","l"]];;;0;1
4949;[["text","▽△△◁_▽▷"]];[["text","P"]];[["text","p"]];;;0;1
4950;[["text","◯◯▷▽△◯_△"]];[["text","M"]];[["text","m"]];;;0;0
4951;[["text","◯▷◁_△▽◯◯"]];[["text","M"]];[["text","m"]];;;0;0
4952;[["text","△▷▷▽◯_◁◁"]];[["text","S"]];[["text","s"]];;;0;0
4953;[["text","◯_▷"]];[["text","s"]];[["text","S"]];;;0;1
4954;[["text","▽_◯▷"]];[["text","s"]];[["text","S"]];;;0;1
4955;[["text","◯_◁◁△"]];[["text","č"]];[["text","Č"]];;;0;1
4956;[["text","△_▽"]];[["text","a"]];[["text","A"]];;;0;1
4957;[["text","◁◯△△▽▽_◯"]];[["text","s"]];[["text","S"]];;;0;1
4958;[["text","△◯◯_◁◯▷"]];[["text","s"]];[["text","S"]];;;0;1
4959;[["text","◯◯_◁◯"]];[["text","y"]];[["text","i"]];;;0;1
4960;[["text","◯_▽"]];[["text","i"]];[["text","y"]];;;0;1
4961;[["text","▷_◯"]];[["text","í"]];[["text","ý"]];;;0;1
4962;[["text","▷△_▷▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
4963;[["text","◯▽▷_▽▽◯▽"]];[["text","í"]];[["text","ý"]];;;0;1
4964;[["text","▷▷◁_◯△"]];[["text","y"]];[["text","i"]];;;0;1
4965;[["text","▽_▽△"]];[["text","i"]];[["text","y"]];;;0;1
4966;[["text","△◁◯◯◯_▽"]];[["text","y"]];[["text","i"]];;;0;1
4967;[["text","▽◁_◁◯▽◯▽"]];[["text","y"]];[["text","i"]];;;0;1
4968;[["text","◯_◯▷"]];[["text","y"]];[["text","i"]];;;0;1
4969;[["text","△_◁"]];[["text","y"]];[["text","i"]];;;0;1
4970;[["text","◯_▽▷"]];[["text","i"]];[["text","y"]];;;0;1
4971;[["text","▽▽◯▽▷_△"]];[["text","y"]];[["text","i"]];;;0;1
4972;[["text","◁_△▽▷▷"]];[["text","y"]];[["text","i"]];;;0;1
4973;[["text","◁◯_◁▷◁△◯"]];[["text","y"]];[["text","i"]];;;0;1
4974;[["text","◯△_◯"]];[["text","i"]];[["text","y"]];;;0;1
4975;[["text","▽_▽"]];[["text","y"]];[["text","i"]];;;0;1
4976;[["text","△◁◯△_◁"]];[["text","y"]];[["text","i"]];;;0;1
4977;[["text","◁_◁▽◯▽△◯"]];[["text","í"]];[["text","ý"]];;;0;1
4978;[["text","▽△_▷"]];[["text","í"]];[["text","ý"]];;;0;1
4979;[["text","▽_◁△"]];[["text","y"]];[["text","i"]];;;0;1
4980;[["text","◁▽◁△▷_▽◁"]];[["text","y"]];[["text","i"]];;;0;1
4981;[["text","◁◁_△"]];[["text","y"]];[["text","i"]];;;0;1
4982;[["text","▽_▷▷▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
4983;[["text","◯◯_△◯▽◁"]];[["text","y"]];[["text","i"]];;;0;1
4984;[["text","▷◁_▽"]];[["text","y"]];[["text","i"]];;;0;1
4985;[["text","▽_◁▽△▷▽▽"]];[["text","í"]];[["text","ý"]];;;0;1
4986;[["text","▽_△"]];[["text","í"]];[["text","ý"]];;;0;1
4987;[["text","▷▷_◯◯"]];[["text","y"]];[["text","i"]];;;0;1
4988;[["text","△_◯◯"]];[["text","y"]];[["text","i"]];;;0;1
4989;[["text","◁_◁"]];[["text","y"]];[["text","i"]];;;0;1
4990;[["text","◁_▽"]];[["text","y"]];[["text","i"]];;;0;1
4991;[["text","◁_△△"]];[["text","í"]];[["text","ý"]];;;0;1
4992;[["text","◯_▷◯◁"]];[["text","y"]];[["text","i"]];;;0;1
4993;[["text","▽◁_△◁◯◯▽"]];[["text","y"]];[["text","i"]];;;0;1
4994;[["text","△▽_◯△"]];[["text","y"]];[["text","i"]];;;0;1
4995;[["text","▷▷_◁▽◁◯"]];[["text","y"]];[["text","i"]];;;0;1
4996;[["text","▽▽▷_△◯◯"]];[["text","í"]];[["text","ý"]];;;0;1
4997;[["text","△▷◯_◁◁◯◯"]];[["text","í"]];[["text","ý"]];;;0;1
4998;[["text","▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
4999;[["text","▷_◯"]];[["text","v"]];[["text","V"]];;;0;1
5000;[["text","△▷△▽▽_▷"]];[["text","K"]];[["text","k"]];;;0;1
5001;[["text","◁_▽△"]];[["text","P"]];[["text","p"]];;;0;1
5002;[["text","◯▽◁_▷◁"]];[["text","p"]];[["text","P"]];;;0;1
5003;[["text","◯△_▽▽△"]];[["text","t"]];[["text","T"]];;;0;1
5004;[["text","◁_▷▷▷"]];[["text","D"]];[["text","d"]];;;0;1
5005;[["text","▷_▽△"]];[["text","V"]];[["text","v"]];;;0;1
5006;[["text","◯▽▷▽_▽"]];[["text","č"]];[["text","Č"]];;;0;1
5007;[["text","▽_◯◁◯◁"]];[["text","h"]];[["text","H"]];;;0;1
5008;[["text","◁_◯"]];[["text","Ř"]];[["text","ř"]];;;0;1
5009;[["text","◯_◯"]];[["text","o"]];[["text","O"]];;;0;1
5010;[["text","◯_△▷"]];[["text","s"]];[["text","S"]];;;0;1
5011;[["text","◁_△◯▷"]];[["text","S"]];[["text","s"]];;;0;1
5012;[["text","▷◯▷_▽△▷▽"]];[["text","k"]];[["text","K"]];;;0;1
5013;[["text","▷▽_▽"]];[["text","D"]];[["text","d"]];;;0;1
5029;[["text","▷◁△_◁▷"]];[["text","i"]];[["text","a"]];;;0;1
5030;[["text","◁▷▽▷_▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5031;[["text","▽_△▷"]];[["text","d"]];[["text","t"]];;;0;1
5032;[["text","△_▽◯◁"]];[["text","ť"]];[["text","ď"]];;;0;1
5033;[["text","▽_△"]];[["text","p"]];[["text","b"]];;;0;1
5034;[["text","▽_◁△"]];[["text","p"]];[["text","b"]];;;0;1
5035;[["text","◯◁◯_△◯"]];[["text","ď"]];[["text","ť"]];;;0;1
5036;[["text","◯◁_◁▽▷▽▽"]];[["text","t"]];[["text","d"]];;;0;1
5037;[["text","△_◯"]];[["text","d"]];[["text","t"]];;;0;1
5038;[["text","▷△_▽"]];[["text","b"]];[["text","p"]];;;0;1
5039;[["text","◯◯△_◯◯△◁"]];[["text","ť"]];[["text","ď"]];;;0;1
5040;[["text","▷_▽"]];[["text","ch"]];[["text","h"]];;;0;1
5041;[["text","▷_◯△▷◁△▷"]];[["text","ch"]];[["text","h"]];;;0;1
5042;[["text","◁_◯◯◁△"]];[["text","h"]];[["text","ch"]];;;0;1
5043;[["text","▽▽◯_▽◁"]];[["text","d"]];[["text","t"]];;;0;1
5044;[["text","▽_▷▷▽▽"]];[["text","p"]];[["text","b"]];;;0;1
5045;[["text","△▽△_◁"]];[["text","p"]];[["text","b"]];;;0;1
5046;[["text","△▽△▽▽△_▽"]];[["text","p"]];[["text","b"]];;;0;1
5047;[["text","◁_△"]];[["text","z"]];[["text","s"]];;;0;1
5048;[["text","▽◁_◁▽△◁"]];[["text","b"]];[["text","p"]];;;0;1
5049;[["text","◁△_▽▷△▽"]];[["text","v"]];[["text","f"]];;;0;1
5050;[["text","◯▽△◁△◯_△"]];[["text","d"]];[["text","t"]];;;0;1
5051;[["text","▷◯◯△_▷"]];[["text","p"]];[["text","b"]];;;0;1
5052;[["text","▷▽_▽△▽△"]];[["text","b"]];[["text","p"]];;;0;1
5053;[["text","▷△△_◁◯"]];[["text","d"]];[["text","t"]];;;0;1
5054;[["text","◁△_◯◯▷"]];[["text","d"]];[["text","t"]];;;0;1
5055;[["text","▷_▽△▽△▷"]];[["text","t"]];[["text","d"]];;;0;1
5056;[["text","◁◯◯△_◁"]];[["text","t"]];[["text","d"]];;;0;1
5057;[["text","△▽_◁▷"]];[["text","d"]];[["text","t"]];;;0;1
5058;[["text","△◁◁◯◯◁_△"]];[["text","b"]];[["text","p"]];;;0;1
5059;[["text","◁◯◯◯◯_△"]];[["text","d"]];[["text","t"]];;;0;1
5060;[["text","▽_▷"]];[["text","p"]];[["text","b"]];;;0;1
5061;[["text","▷▽▷_▽◁▷▷"]];[["text","ch"]];[["text","h"]];;;0;1
5062;[["text","▽▷_△"]];[["text","d"]];[["text","t"]];;;0;1
5063;[["text","▽◯◯◁_△▷△"]];[["text","f"]];[["text","v"]];;;0;1
5064;[["text","△_◁◁"]];[["text","v"]];[["text","f"]];;;0;1
5065;[["text","△_◯"]];[["text","s"]];[["text","z"]];;;0;1
5066;[["text","▽_▽◁"]];[["text","z"]];[["text","s"]];;;0;1
5067;[["text","▽▷◯◁◁_▷◁"]];[["text","z"]];[["text","s"]];;;0;1
5068;[["text","◁▷_◁"]];[["text","z"]];[["text","s"]];;;0;1
5069;[["text","◯▷◯◁_▽△◯"]];[["text","ž"]];[["text","š"]];;;0;1
5070;[["text","▷_◯"]];[["text","p"]];[["text","b"]];;;0;1
5071;[["text","◁△△◯_▷"]];[["text","p"]];[["text","b"]];;;0;1
5072;[["text","◯▷_▽◁△◁"]];[["text","b"]];[["text","p"]];;;0;1
5073;[["text","▷▷▷△△_◁"]];[["text","b"]];[["text","p"]];;;0;1
5142;[["text","◯_◯"]];[["text","n"]];[["text","nn"]];;;0;1
5143;[["text","▷_◁"]];[["text","n"]];[["text","nn"]];;;0;1
5144;[["text","◁_▽"]];[["text","n"]];[["text","nn"]];;;0;1
5145;[["text","▽△_◯◯▽△"]];[["text","nn"]];[["text","n"]];;;0;1
5146;[["text","◁_▽"]];[["text","nn"]];[["text","n"]];;;0;1
5147;[["text","◯◁▽△_▽"]];[["text","nn"]];[["text","n"]];;;0;1
5148;[["text","△▽▽_◁"]];[["text","nn"]];[["text","n"]];;;0;1
5149;[["text","▷_△"]];[["text","nn"]];[["text","n"]];;;0;1
5150;[["text","◯△▽_◁△△◁"]];[["text","nn"]];[["text","n"]];;;0;1
5151;[["text","◁◁△◁▷_▽"]];[["text","n"]];[["text","nn"]];;;0;1
5152;[["text","◯▷▽_△▷"]];[["text","n"]];[["text","nn"]];;;0;1
5153;[["text","▽◁◯_△◯"]];[["text","n"]];[["text","nn"]];;;0;1
5154;[["text","▽▽◯_◁△△▷"]];[["text","n"]];[["text","nn"]];;;0;1
5155;[["text","▽_▷◁△▽"]];[["text","n"]];[["text","nn"]];;;0;1
5156;[["text","▷▽_◁▷▽◁"]];[["text","n"]];[["text","nn"]];;;0;1
5157;[["text","▷▷▽_△◯▷"]];[["text","n"]];[["text","nn"]];;;0;1
5158;[["text","▽△_△◁◁▽△"]];[["text","n"]];[["text","nn"]];;;0;1
5159;[["text","◁_▷◁▽◯▷▽"]];[["text","n"]];[["text","nn"]];;;0;1
5160;[["text","◁▽◯_▷▷△"]];[["text","n"]];[["text","nn"]];;;0;1
5161;[["text","△_▷△▽▷△"]];[["text","n"]];[["text","nn"]];;;0;1
5162;[["text","▽_◁"]];[["text","n"]];[["text","nn"]];;;0;1
5163;[["text","▷△_▽"]];[["text","nn"]];[["text","n"]];;;0;1
5164;[["text","△_▷◯◯"]];[["text","n"]];[["text","nn"]];;;0;1
5165;[["text","◯_◯"]];[["text","nn"]];[["text","n"]];;;0;1
5166;[["text","▽△▽▷_▽◁"]];[["text","nn"]];[["text","n"]];;;0;1
5167;[["text","△◯◁◯_◯▷◁"]];[["text","nn"]];[["text","n"]];;;0;1
5168;[["text","▽_▽▷◯△"]];[["text","nn"]];[["text","n"]];;;0;1
5169;[["text","◯_△△"]];[["text","nn"]];[["text","n"]];;;0;1
5170;[["text","◁_▷◁◁▽◯"]];[["text","nn"]];[["text","n"]];;;0;1
5171;[["text","◁△△△_▷▽▷"]];[["text","nn"]];[["text","n"]];;;0;1
5172;[["text","▷_△"]];[["text","nn"]];[["text","n"]];;;0;1
5173;[["text","◯◯▽◯▷_△◯"]];[["text","nn"]];[["text","n"]];;;0;1
5174;[["text","◁_◁▷▷◯"]];[["text","nn"]];[["text","n"]];;;0;1
5175;[["text","◁◯◁_▷▷▷▷"]];[["text","nn"]];[["text","n"]];;;0;1
5176;[["text","▽_◯"]];[["text","nn"]];[["text","n"]];;;0;1
5177;[["text","◁▽▽_◯"]];[["text","nn"]];[["text","n"]];;;0;1
5178;[["text","◯▽_▷△◁"]];[["text","nn"]];[["text","n"]];;;0;1
5179;[["text","◁△▽▽_△▽◁"]];[["text","nn"]];[["text","n"]];;;0;1
5180;[["text","◁▷△△_△▽▷"]];[["text","nn"]];[["text","n"]];;;0;1
5181;[["text","◯◁_◁△"]];[["text","nn"]];[["text","n"]];;;0;1
5182;[["text","◁△_▽"]];[["text","nn"]];[["text","n"]];;;0;1
5183;[["text","◁_◯"]];[["text","nn"]];[["text","n"]];;;0;1
5184;[["text","△_△◯◯▽"]];[["text","nn"]];[["text","n"]];;;0;1
5185;[["text","▽△_△▽"]];[["text","nn"]];[["text","n"]];;;0;1
5186;[["text","◁_▷"]];[["text","nn"]];[["text","n"]];;;0;1
5187;[["text","△◁_◯"]];[["text","nn"]];[["text","n"]];;;0;1
5188;[["text","△▷▷◁▷◯_▷"]];[["text","nn"]];[["text","n"]];;;0;1
5189;[["text","▷▷▷△▽_△△"]];[["text","nn"]];[["text","n"]];;;0;1
5190;[["text","△_◯▽"]];[["text","nn"]];[["text","n"]];;;0;1
5191;[["text","◁▷_◯◯"]];[["text","n"]];[["text","nn"]];;;0;1
5192;[["text","◯▽_△◁◯◯◯"]];[["text","n"]];[["text","nn"]];;;0;1
5193;[["text","▷◯_◯"]];[["text","n"]];[["text","nn"]];;;0;1
5194;[["text","△△△◯▽_◯"]];[["text","n"]];[["text","nn"]];;;0;1
5195;[["text","◁▽_△△◁"]];[["text","n"]];[["text","nn"]];;;0;1
5196;[["text","▷△▷_▽◯△"]];[["text","n"]];[["text","nn"]];;;0;1
5197;[["text","▽△▷▷_◁"]];[["text","n"]];[["text","nn"]];;;0;1
5198;[["text","△△▽_◯◯"]];[["text","n"]];[["text","nn"]];;;0;1
5199;[["text","◁◯▽_△"]];[["text","n"]];[["text","nn"]];;;0;1
5200;[["text","◁_▽"]];[["text","n"]];[["text","nn"]];;;0;1
5201;[["text","◁_△"]];[["text","n"]];[["text","nn"]];;;0;1
5202;[["text","◯△◁▷_◁"]];[["text","n"]];[["text","nn"]];;;0;1
5203;[["text","▷_◁△▷"]];[["text","n"]];[["text","nn"]];;;0;1
5204;[["text","△△▽▷▽_▽◁"]];[["text","n"]];[["text","nn"]];;;0;1
5205;[["text","◯_◯◁"]];[["text","n"]];[["text","nn"]];;;0;1
5206;[["text","△△_△"]];[["text","n"]];[["text","nn"]];;;0;1
5207;[["text","▽▽◁▽_◯▷"]];[["text","n"]];[["text","nn"]];;;0;1
5208;[["text","◯▷▽_◁◯"]];[["text","n"]];[["text","nn"]];;;0;1
5209;[["text","△◁_▽▽△"]];[["text","n"]];[["text","nn"]];;;0;1
5210;[["text","◯△△▷▽_◁◯"]];[["text","ě"]];[["text","ně"]];;;0;1
5211;[["text","▽△_▽▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5212;[["text","△▷◯_◁△▽▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5213;[["text","▽_◯"]];[["text","ně"]];[["text","ě"]];;;0;1
5214;[["text","◁◯_▽◁"]];[["text","ě"]];[["text","ně"]];;;0;1
5215;[["text","◁◁▽◯◯_◯▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5216;[["text","▷◯_△△"]];[["text","ně"]];[["text","ě"]];;;0;1
5217;[["text","▷◯▽▷▽_◯"]];[["text","ě"]];[["text","ně"]];;;0;1
5218;[["text","▷_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5219;[["text","▽◁△_◁△◯▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5220;[["text","◁_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5221;[["text","▷_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5222;[["text","▽▽▽▽▷△_▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5223;[["text","△△▽△_◯◁△"]];[["text","ě"]];[["text","ně"]];;;0;1
5224;[["text","◁_◁◁◯▷◯△"]];[["text","ě"]];[["text","ně"]];;;0;1
5225;[["text","◁△◯▽▽△_△"]];[["text","ě"]];[["text","ně"]];;;0;1
5226;[["text","◁▷◁▷◯_▽△"]];[["text","ě"]];[["text","ně"]];;;0;1
5227;[["text","◯_▷▷◯◁▽▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5228;[["text","▷_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5229;[["text","▷_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5230;[["text","◁▽_△"]];[["text","ě"]];[["text","ně"]];;;0;1
5231;[["text","▽_◯"]];[["text","ě"]];[["text","ně"]];;;0;1
5232;[["text","▷▷_△▷"]];[["text","ě"]];[["text","ně"]];;;0;1
5233;[["text","▽_▽"]];[["text","ě"]];[["text","ně"]];;;0;1
5234;[["text","△_◁▷◯"]];[["text","ě"]];[["text","ně"]];;;0;1
5235;[["text","▽_◯◁"]];[["text","ě"]];[["text","ně"]];;;0;1
5236;[["text","◁▽_▽◁▷▽◯"]];[["text","ně"]];[["text","ě"]];;;0;1
5237;[["text","◁_▽▽"]];[["text","ně"]];[["text","ě"]];;;0;1
5238;[["text","◯▽_◯◯◁"]];[["text","ně"]];[["text","ě"]];;;0;1
5239;[["text","◁_◯"]];[["text","ně"]];[["text","ě"]];;;0;1
5240;[["text","◁◁◯_▷"]];[["text","ně"]];[["text","ě"]];;;0;1
5241;[["text","▽◯△△▽_▷"]];[["text","ně"]];[["text","ě"]];;;0;1
5242;[["text","▷_◯"]];[["text","ně"]];[["text","ě"]];;;0;1
5243;[["text","◁◁◯▽_◁◯▽"]];[["text","ně"]];[["text","ě"]];;;0;1
5244;[["text","◯◁_◯◯◯◯△"]];[["text","ně"]];[["text","ě"]];;;0;1
5245;[["text","◯◯▷◁◯△_◁"]];[["text","ně"]];[["text","ě"]];;;0;1
5246;[["text","△_▽▷"]];[["text","ně"]];[["text","ě"]];;;0;1
5247;[["text","◁_◁▷◯△◯"]];[["text","ně"]];[["text","ě"]];;;0;1
5248;[["text","▽_▽▷"]];[["text","ně"]];[["text","ě"]];;;0;1
5249;[["text","▷△_▽"]];[["text","ně"]];[["text","ě"]];;;0;1
5250;[["text","▽_△△"]];[["text","ně"]];[["text","ě"]];;;0;1
5251;[["text","▷△_◁▽△▽△"]];[["text","s"]];[["text","z"]];;;0;1
5252;[["text","▽△▽_◁"]];[["text","s"]];[["text","z"]];;;0;1
5253;[["text","◯△_◁"]];[["text","s"]];[["text","z"]];;;0;1
5254;[["text","▽_△▷△▽◁"]];[["text","s"]];[["text","z"]];;;0;1
5255;[["text","▽◯▽△◁_▷"]];[["text","s"]];[["text","z"]];;;0;1
5256;[["text","▽△△◯▽_◯"]];[["text","s"]];[["text","z"]];;;0;1
5257;[["text","◁_◁"]];[["text","z"]];[["text","s"]];;;0;1
5258;[["text","▽◯_◯◁◁▽"]];[["text","z"]];[["text","s"]];;;0;1
5259;[["text","◁◁_◁▷▽"]];[["text","z"]];[["text","s"]];;;0;1
5260;[["text","▽△△▷_▽"]];[["text","z"]];[["text","s"]];;;0;1
5261;[["text","▽_▽△▽"]];[["text","s"]];[["text","z"]];;;0;1
5262;[["text","◁△▷◁_▽"]];[["text","s"]];[["text","z"]];;;0;1
5263;[["text","▷△_▽△△▽◁"]];[["text","s"]];[["text","z"]];;;0;1
5264;[["text","◁_▽"]];[["text","s"]];[["text","z"]];;;0;1
5265;[["text","△_△◯◯◁"]];[["text","s"]];[["text","z"]];;;0;1
5266;[["text","▷◯◯▷_▽"]];[["text","s"]];[["text","z"]];;;0;1
5267;[["text","▽_△△"]];[["text","z"]];[["text","s"]];;;0;1
5268;[["text","◯▽▷▷◯_◯"]];[["text","z"]];[["text","s"]];;;0;1
5269;[["text","◯◁_◯"]];[["text","z"]];[["text","s"]];;;0;1
5270;[["text","▽△◯_▷"]];[["text","z"]];[["text","s"]];;;0;1
5271;[["text","◁◯_◁"]];[["text","z"]];[["text","s"]];;;0;1
5272;[["text","▷_◯"]];[["text","z"]];[["text","s"]];;;0;1
5273;[["text","◁_△"]];[["text","z"]];[["text","s"]];;;0;1
5274;[["text","◯_▷◁◯▷▽△"]];[["text","z"]];[["text","s"]];;;0;1
5275;[["text","▷_◯"]];[["text","z"]];[["text","s"]];;;0;1
5276;[["text","◯_▷"]];[["text","z"]];[["text","s"]];;;0;1
5277;[["text","▽△_△▷"]];[["text","z"]];[["text","s"]];;;0;1
5278;[["text","◯▷▷▷▽_▽"]];[["text","s"]];[["text","z"]];;;0;1
5279;[["text","▽◯_△▽▽"]];[["text","s"]];[["text","z"]];;;0;1
5280;[["text","△_◁"]];[["text","z"]];[["text","s"]];;;0;1
5281;[["text","◁_▽"]];[["text","z"]];[["text","s"]];;;0;1
5282;[["text","◯▽_◯◁◁▷"]];[["text","z"]];[["text","s"]];;;0;1
5283;[["text","▽◁_◯△◁△"]];[["text","s"]];[["text","z"]];;;0;1
5284;[["text","▽▷◁_▷△"]];[["text","s"]];[["text","z"]];;;0;1
5285;[["text","▽▽_▷"]];[["text","s"]];[["text","z"]];;;0;1
5286;[["text","◁▷_▽◯◁▽"]];[["text","s"]];[["text","z"]];;;0;1
5287;[["text","◯◯◁_◯▷"]];[["text","s"]];[["text","z"]];;;0;1
5288;[["text","◁_▷"]];[["text","s"]];[["text","z"]];;;0;1
5289;[["text","◯◯◁_◯▽◁"]];[["text","s"]];[["text","z"]];;;0;1
5290;[["text","◁▽_△"]];[["text","z"]];[["text","s"]];;;0;1
5291;[["text","◁▷◁_▽"]];[["text","s"]];[["text","z"]];;;0;1
5292;[["text","◯_▽▽"]];[["text","z"]];[["text","s"]];;;0;1
5293;[["text","▷_◁"]];[["text","z"]];[["text","s"]];;;0;1
5294;[["text","▷△_▽◯"]];[["text","s"]];[["text","z"]];;;0;1
5295;[["text","◯◯△◁_▽◯"]];[["text","s"]];[["text","z"]];;;0;1
5296;[["text","△_▽"]];[["text","z"]];[["text","s"]];;;0;1
5297;[["text","▷▷_◁"]];[["text","s"]];[["text","z"]];;;0;1
5298;[["text","▽_△◯◁◁"]];[["text","z"]];[["text","s"]];;;0;1
5299;[["text","△△△_▽"]];[["text","s"]];[["text","z"]];;;0;1
5300;[["text","▷◁_▽"]];[["text","z"]];[["text","s"]];;;0;1
5301;[["text","▷_◁"]];[["text","s"]];[["text","z"]];;;0;1
5302;[["text","◯▷▽_△"]];[["text","z"]];[["text","s"]];;;0;1
5303;[["text","△▷_▽△▽△◁"]];[["text","z"]];[["text","s"]];;;0;1
5304;[["text","▷◁_△"]];[["text","z"]];[["text","s"]];;;0;1
5305;[["text","▷_▷▽"]];[["text","s"]];[["text","z"]];;;0;1
5306;[["text","◯▷_△△▽◁▷"]];[["text","z"]];[["text","s"]];;;0;1
5307;[["text","▷▷_△▽"]];[["text","s"]];[["text","z"]];;;0;1
5308;[["text","▷▽◯△_△◁▷"]];[["text","s"]];[["text","z"]];;;0;1
5309;[["text","◯▷_▽▽◁△▷"]];[["text","z"]];[["text","s"]];;;0;1
5310;[["text","◯_▽◯"]];[["text","z"]];[["text","s"]];;;0;1
5311;[["text","◁_▽▽◁▽"]];[["text","z"]];[["text","s"]];;;0;1
5312;[["text","△△_▽▷◯"]];[["text","s"]];[["text","z"]];;;0;1
5313;[["text","▽◁_▽"]];[["text","s"]];[["text","z"]];;;0;1
5314;[["text","◯_△▷△△◯▽"]];[["text","z"]];[["text","s"]];;;0;1
5315;[["text","▽_▽△◯◁▷◯"]];[["text","z"]];[["text","s"]];;;0;1
5316;[["text","▷_△"]];[["text","z"]];[["text","s"]];;;0;1
5317;[["text","△△▷◯_▷▽◯"]];[["text","z"]];[["text","s"]];;;0;1
5318;[["text","△▽_△◁"]];[["text","s"]];[["text","z"]];;;0;1
5319;[["text","△◯◁_▷"]];[["text","z"]];[["text","s"]];;;0;1
5320;[["text","◯_▽"]];[["text","s"]];[["text","z"]];;;0;1
5321;[["text","◯△_△"]];[["text","z"]];[["text","s"]];;;0;1
5322;[["text","◯_◯◁▷▽▽"]];[["text","z"]];[["text","s"]];;;0;1
5323;[["text","▽△▽▷△_◯"]];[["text","s"]];[["text","z"]];;;0;1
5324;[["text","◁▽_◁◁◯"]];[["text","s"]];[["text","z"]];;;0;1
5325;[["text","◁▷_◯▽▽"]];[["text","s"]];[["text","z"]];;;0;1
5326;[["text","◯_△△"]];[["text","s"]];[["text","z"]];;;0;1
5327;[["text","▷_◯"]];[["text","z"]];[["text","s"]];;;0;1
5328;[["text","△_◯"]];[["text","z"]];[["text","s"]];;;0;1
5329;[["text","▽_◯△△◯△△"]];[["text","z"]];[["text","s"]];;;0;1
5330;[["text","△▽▽◁_△"]];[["text","s"]];[["text","z"]];;;0;1
5331;[["text","△_▽◯▽"]];[["text","z"]];[["text","s"]];;;0;1
5332;[["text","▷◯◯_▷"]];[["text","s"]];[["text","z"]];;;0;1
5333;[["text","◯_◯▷"]];[["text","z"]];[["text","s"]];;;0;1
5334;[["text","▷▷_▷◁◁▽◁"]];[["text","z"]];[["text","s"]];;;0;1
5335;[["text","◯_◁"]];[["text","s"]];[["text","z"]];;;0;1
5336;[["text","◯◁◁◯▽▷_◁"]];[["text","z"]];[["text","s"]];;;0;1
5337;[["text","◁_▽▽"]];[["text","s"]];[["text","z"]];;;0;1
5338;[["text","△◯△◁◯_△"]];[["text","s"]];[["text","z"]];;;0;1
5339;[["text","▽△▽▷_△▷"]];[["text","s"]];[["text","z"]];;;0;1
5340;[["text","▽◁_◁◯△△▷"]];[["text","z"]];[["text","s"]];;;0;1
5341;[["text","◁_▷▷▷▽"]];[["text","s"]];[["text","z"]];;;0;1
5342;[["text","◁_◁◯△▷▽◯"]];[["text","z"]];[["text","s"]];;;0;1
5343;[["text","△_▷△"]];[["text","z"]];[["text","s"]];;;0;1
5344;[["text","◁◁▷_△▽"]];[["text","z"]];[["text","s"]];;;0;1
5345;[["text","▷▷_▷▷"]];[["text","s"]];[["text","z"]];;;0;1
5346;[["text","◯_◯△"]];[["text","z"]];[["text","s"]];;;0;1
